id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
1033	O feiticeiro das fazendas e dos estabelecimentos rurais, ainda mesmo dos mais modestos, é, se infelizmente entre os escravos existe, o negro herbolário, o botânico prático que conhece as propriedades e a ação terrível de raízes, folhas e frutas que debilitam, enlouquecem, e fazem morrer o homem; que abatem com as forças físicas a força moral do homem, e ao que eles chamam – amansar o senhor; que excitam a luxúria, e os instintos animais; que atacam o cérebro e corrompem a razão; que envenenam pouco a pouco dilacerando o estômago e os intestinos até matar no fim de horríveis tormentos, ou que de repente, em poucas horas, em breves minutos assassinam, como o tiro do bacamarte, mas sem o ruído do tiro do bacamarte.	25	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	145
1033	O feiticeiro das fazendas e dos estabelecimentos rurais, ainda mesmo dos mais modestos, é, se infelizmente entre os escravos existe, o negro herbolário, o botânico prático que conhece as propriedades e a ação terrível de raízes, folhas e frutas que debilitam, enlouquecem, e fazem morrer o homem; que abatem com as forças físicas a força moral do homem, e ao que eles chamam – amansar o senhor; que excitam a luxúria, e os instintos animais; que atacam o cérebro e corrompem a razão; que envenenam pouco a pouco dilacerando o estômago e os intestinos até matar no fim de horríveis tormentos, ou que de repente, em poucas horas, em breves minutos assassinam, como o tiro do bacamarte, mas sem o ruído do tiro do bacamarte.	21	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	145
1033	O feiticeiro das fazendas e dos estabelecimentos rurais, ainda mesmo dos mais modestos, é, se infelizmente entre os escravos existe, o negro herbolário, o botânico prático que conhece as propriedades e a ação terrível de raízes, folhas e frutas que debilitam, enlouquecem, e fazem morrer o homem; que abatem com as forças físicas a força moral do homem, e ao que eles chamam – amansar o senhor; que excitam a luxúria, e os instintos animais; que atacam o cérebro e corrompem a razão; que envenenam pouco a pouco dilacerando o estômago e os intestinos até matar no fim de horríveis tormentos, ou que de repente, em poucas horas, em breves minutos assassinam, como o tiro do bacamarte, mas sem o ruído do tiro do bacamarte.	76	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	145
1034	Quem deu essa ciência ao negro analfabeto e ignorante?	5	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	10
1035	a rude experiência própria ou a revelação fraternal que o prepararam na África e que mais o armam, escravo na colônia escravagista: iniciado nos venenos vegetais d’África, o negro atiçou a inteligência para fazer o mal, vendo-se escravo; recolheu e guardou a rude ciência dos olhos que distinguem as plantas; onde foi, procurou, experimentou, achou vegetais venéficos;	31	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	67
1035	a rude experiência própria ou a revelação fraternal que o prepararam na África e que mais o armam, escravo na colônia escravagista: iniciado nos venenos vegetais d’África, o negro atiçou a inteligência para fazer o mal, vendo-se escravo; recolheu e guardou a rude ciência dos olhos que distinguem as plantas; onde foi, procurou, experimentou, achou vegetais venéficos;	19	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	67
1035	a rude experiência própria ou a revelação fraternal que o prepararam na África e que mais o armam, escravo na colônia escravagista: iniciado nos venenos vegetais d’África, o negro atiçou a inteligência para fazer o mal, vendo-se escravo; recolheu e guardou a rude ciência dos olhos que distinguem as plantas; onde foi, procurou, experimentou, achou vegetais venéficos;	41	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	67
1036	conheceu uns pela experiência de outros escravos, foi ensaiando muitos nos animais domésticos, no gado da fazenda; no aspecto, no sabor, no cheiro adivinhou às vezes o veneno nas flores, nos frutos, nas raízes do cipó, do arbusto, da árvore;	6	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	50
1040	Poucos restam dos negros africanos feiticeiros; dos que porém já morreram, muitos passaram aos parceiros prediletos, aos filhos desprezados com eles nas senzalas, aos curiosos que souberam pagar bem a ciência que invejavam, os segredos fatais do envenenamento com as suas variedades múltiplas.	3	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
1041	Herbolários tremendos, os escravos feiticeiros têm escondidos no bosque, e sempre à mão, e sempre certos de serem achados, os punhais invisíveis, os tiros sem estrépito, os venenos ignorados, com que estragam a saúde, ou apagam a vida daqueles de quem se querem vingar, ou a quem se resolvem a matar.	4	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	61
1044	Há por esse interior, nas fazendas e nos sítios, moléstias que não se explicam, mortes de senhores e de escravos que se afiguram misteriosas, ataques repentinos de loucura, abatimentos da vontade e da energia do senhor que se reduz a inerte máquina sem força física, e a objeto da zombaria dos seus escravos: uns lamentam, outros choram;	22	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	66
1044	Há por esse interior, nas fazendas e nos sítios, moléstias que não se explicam, mortes de senhores e de escravos que se afiguram misteriosas, ataques repentinos de loucura, abatimentos da vontade e da energia do senhor que se reduz a inerte máquina sem força física, e a objeto da zombaria dos seus escravos: uns lamentam, outros choram;	58	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	66
1044	Há por esse interior, nas fazendas e nos sítios, moléstias que não se explicam, mortes de senhores e de escravos que se afiguram misteriosas, ataques repentinos de loucura, abatimentos da vontade e da energia do senhor que se reduz a inerte máquina sem força física, e a objeto da zombaria dos seus escravos: uns lamentam, outros choram;	40	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	66
1048	sempre que puserdes a mão em um desses feiticeiros, encontrareis nele um negro escravo...	13	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	16
1048	sempre que puserdes a mão em um desses feiticeiros, encontrareis nele um negro escravo...	14	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	16
1050	E tomai sentido e precauções: o escravo, não nos cansaremos de o repetir, é antes de tudo natural inimigo de seu senhor; e o escravo que é feiticeiro, sabe matar.	7	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1050	E tomai sentido e precauções: o escravo, não nos cansaremos de o repetir, é antes de tudo natural inimigo de seu senhor; e o escravo que é feiticeiro, sabe matar.	28	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1050	E tomai sentido e precauções: o escravo, não nos cansaremos de o repetir, é antes de tudo natural inimigo de seu senhor; e o escravo que é feiticeiro, sabe matar.	24	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1055	A simplicidade e quase pobreza do seu trajar que desconhecia o império das modas e a escolha de finos tecidos, seus modos rudes, sua atividade constante, uma certa aspereza artificial de gênio, presidindo ao governo e disciplina da fazenda; a frugalidade e a economia do seu viver, o escrúpulo religioso no cumprimento da palavra dada e a diligência excessiva no trabalho, mostravam nesse homem o tipo do lavrador honrado, mas sempre ambicioso de duplicar, de centuplicar seus capitais, o tipo do lavrador que hoje raramente se encontra, do pobre rico que se subtraía ao mundo, e só queria conhecer a roça e a casa, os escravos e a família, trabalhando sempre, gastando pouco, ajuntando muito, e não pesando a nenhum outro homem como ele.	118	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	142
1056	Paulo Borges casara-se aos quarenta anos de idade com uma senhora ainda jovem, simples de costumes, honesta, laboriosa, afeita à vida rural dos fazendeiros, e que trouxera ainda ao marido alguns contos de réis de dote: em seis anos	10	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	45
1057	Teresa já tinha dado a seu esposo dois filhos, cuja criação não a poupava aos cuidados domésticos e aos que particularmente corriam por sua conta na fazenda, isto é a direção da dispensa, da enfermaria, e da grosseira rouparia dos escravos.	44	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	46
1060	muitas vezes armava-se da enxada ou da foice e excitava os escravos com o seu exemplo, e quando isso não fazia, dispunha no meio deles e em alta voz o serviço;	11	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1066	se notícias lhe chegavam de arrematação de escravos na vila, ou de venda de alguns nas proximidades da sua fazenda, arrancava-se aos encantos da roça, e lá ia realizar a compra: jamais se ocupara de tomar informações sobre a moralidade, ou antes sobre os graus de desmoralização da gente que introduzia na sua fazenda, nem lhe importava a celebridade ruim de um ou outro escravo: não comprava homens, comprava máquinas; queria braços e não corações; além disso tendo fama, e gabando-se de senhor severo e forte, entrava nos seus timbres amansar os negros altanados e incorrigíveis.	104	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	109
1066	se notícias lhe chegavam de arrematação de escravos na vila, ou de venda de alguns nas proximidades da sua fazenda, arrancava-se aos encantos da roça, e lá ia realizar a compra: jamais se ocupara de tomar informações sobre a moralidade, ou antes sobre os graus de desmoralização da gente que introduzia na sua fazenda, nem lhe importava a celebridade ruim de um ou outro escravo: não comprava homens, comprava máquinas; queria braços e não corações; além disso tendo fama, e gabando-se de senhor severo e forte, entrava nos seus timbres amansar os negros altanados e incorrigíveis.	70	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	109
1066	se notícias lhe chegavam de arrematação de escravos na vila, ou de venda de alguns nas proximidades da sua fazenda, arrancava-se aos encantos da roça, e lá ia realizar a compra: jamais se ocupara de tomar informações sobre a moralidade, ou antes sobre os graus de desmoralização da gente que introduzia na sua fazenda, nem lhe importava a celebridade ruim de um ou outro escravo: não comprava homens, comprava máquinas; queria braços e não corações; além disso tendo fama, e gabando-se de senhor severo e forte, entrava nos seus timbres amansar os negros altanados e incorrigíveis.	7	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	109
1066	se notícias lhe chegavam de arrematação de escravos na vila, ou de venda de alguns nas proximidades da sua fazenda, arrancava-se aos encantos da roça, e lá ia realizar a compra: jamais se ocupara de tomar informações sobre a moralidade, ou antes sobre os graus de desmoralização da gente que introduzia na sua fazenda, nem lhe importava a celebridade ruim de um ou outro escravo: não comprava homens, comprava máquinas; queria braços e não corações; além disso tendo fama, e gabando-se de senhor severo e forte, entrava nos seus timbres amansar os negros altanados e incorrigíveis.	93	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	109
1068	porque a certeza deles nos casos graves desanimava os escravos mais audaciosos, que sabiam como o senhor nunca punia sem razão, e nunca perdoava, quando a tinha para castigar.	9	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	33
1068	porque a certeza deles nos casos graves desanimava os escravos mais audaciosos, que sabiam como o senhor nunca punia sem razão, e nunca perdoava, quando a tinha para castigar.	17	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	33
1070	deu suas ordens a um escravo que na sua falta servia de feitor, vestiu-se com algum esmero, e, almoço acabado, tomou o chapéu para sair.	5	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
1071	– Isto é novidade grande, senhor Paulo – disse-lhe a mulher, que era sempre alheia aos negócios externos de casa.	6	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1072	– Há hoje arrematação de escravos na vila;	5	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1079	Paulo Borges montou a cavalo, partiu a galope, e à tarde voltou, trazendo diante de si vinte escravos, vinte homens, umas míseras máquinas vivas trazendo no rosto a expressão da indiferença estúpida e da imbecilidade; outros cabisbaixos, apreensivos e profundamente melancólicos.	20	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
1080	Entre eles vinha Pai-Raiol, um negro feio e já desfigurado por moléstia ou por castigos.	6	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
1081	Teresa, que acudira a receber seu marido, ao correr com os olhos os seus novos escravos, sentiu um movimento de repulsão vendo o Pai-Raiol, e voltando o rosto, disse baixo a Paulo Borges: – Que má cara tem este negro!	45	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	47
